,hour,date_hour_start,solar_electricity_generation_kwh,electricity_usage_kwh ,net_electricity,month
0,0,2020-01-01 00:00:00,0.0,1.509849,-1.509849,1
1,1,2020-01-01 01:00:00,0.0,1.4118587999999999,-1.4118587999999999,1
2,2,2020-01-01 02:00:00,0.0,1.0238976,-1.0238976,1
3,3,2020-01-01 03:00:00,0.0,0.642,-0.642,1
4,4,2020-01-01 04:00:00,0.0,0.96,-0.96,1
5,5,2020-01-01 05:00:00,0.012,0.897,-0.885,1
6,6,2020-01-01 06:00:00,0.006,0.648,-0.642,1
7,7,2020-01-01 07:00:00,0.009000000000000001,0.774,-0.765,1
8,8,2020-01-01 08:00:00,0.012,1.299,-1.287,1
9,9,2020-01-01 09:00:00,0.8459999999999999,0.6060000000000001,0.23999999999999977,1
10,10,2020-01-01 10:00:00,0.0,0.0,0.0,1
11,11,2020-01-01 11:00:00,0.0,0.0,0.0,1
12,12,2020-01-01 12:00:00,0.651,0.396,0.255,1
13,13,2020-01-01 13:00:00,0.363,0.615,-0.252,1
14,14,2020-01-01 14:00:00,0.30300000000000005,1.419,-1.116,1
15,15,2020-01-01 15:00:00,0.159,1.4369999999999998,-1.2779999999999998,1
16,16,2020-01-01 16:00:00,0.081,3.1049999999999995,-3.0239999999999996,1
18,18,2020-01-01 18:00:00,0.0,8.929800000000002,-8.929800000000002,1
19,19,2020-01-01 19:00:00,0.021,2.2176,-2.1966,1
20,20,2020-01-01 20:00:00,0.003,4.4286,-4.4256,1
21,21,2020-01-01 21:00:00,0.003,6.789,-6.786,1
22,22,2020-01-01 22:00:00,0.006,1.806,-1.8,1
23,23,2020-01-01 23:00:00,0.0,0.9359064,-0.9359064,1
24,0,2020-01-02 00:00:00,0.0,0.7339266,-0.7339266,1
25,1,2020-01-02 01:00:00,0.0,0.30796919999999994,-0.30796919999999994,1
26,2,2020-01-02 02:00:00,0.0,0.19798020000000002,-0.19798020000000002,1
27,3,2020-01-02 03:00:00,0.0,0.267,-0.267,1
28,4,2020-01-02 04:00:00,0.0,0.162,-0.162,1
29,5,2020-01-02 05:00:00,0.012,0.21599999999999997,-0.20399999999999996,1
30,6,2020-01-02 06:00:00,0.015,0.21299999999999997,-0.19799999999999995,1
31,7,2020-01-02 07:00:00,0.0,0.804,-0.804,1
32,8,2020-01-02 08:00:00,0.026999999999999996,1.179,-1.1520000000000001,1
33,9,2020-01-02 09:00:00,0.276,2.601,-2.325,1
34,10,2020-01-02 10:00:00,0.243,1.3800000000000001,-1.137,1
35,11,2020-01-02 11:00:00,0.498,1.536,-1.038,1
36,12,2020-01-02 12:00:00,0.399,1.596,-1.197,1
37,13,2020-01-02 13:00:00,0.504,22.5,-21.996,1
38,14,2020-01-02 14:00:00,0.159,1.596,-1.437,1
39,15,2020-01-02 15:00:00,0.056999999999999995,0.5640000000000001,-0.5070000000000001,1
40,16,2020-01-02 16:00:00,0.0,5.562,-5.562,1
41,17,2020-01-02 17:00:00,0.015,1.389,-1.374,1
42,18,2020-01-02 18:00:00,0.0,13.233,-13.233,1
43,19,2020-01-02 19:00:00,0.018000000000000002,7.8671999999999995,-7.8492,1
44,20,2020-01-02 20:00:00,0.012,2.6334000000000004,-2.6214000000000004,1
45,21,2020-01-02 21:00:00,0.006,1.362,-1.356,1
46,22,2020-01-02 22:00:00,0.018000000000000002,1.5750000000000002,-1.5570000000000002,1
47,23,2020-01-02 23:00:00,0.0,1.2018798,-1.2018798,1
48,0,2020-01-03 00:00:00,0.0,1.689,-1.689,1
49,1,2020-01-03 01:00:00,0.0,0.8679131999999999,-0.8679131999999999,1
50,2,2020-01-03 02:00:00,0.0,0.4179582,-0.4179582,1
51,3,2020-01-03 03:00:00,0.0,0.28800000000000003,-0.28800000000000003,1
52,4,2020-01-03 04:00:00,0.0,0.186,-0.186,1
53,5,2020-01-03 05:00:00,0.009000000000000001,0.474,-0.46499999999999997,1
54,6,2020-01-03 06:00:00,0.012,0.45899999999999996,-0.44699999999999995,1
55,7,2020-01-03 07:00:00,0.026999999999999996,0.591,-0.564,1
56,8,2020-01-03 08:00:00,0.003,10.053,-10.05,1
57,9,2020-01-03 09:00:00,0.357,8.202,-7.845,1
58,10,2020-01-03 10:00:00,1.0859999999999999,0.897,0.18899999999999983,1
59,11,2020-01-03 11:00:00,0.9930000000000001,0.726,0.2670000000000001,1
60,12,2020-01-03 12:00:00,2.031,0.36,1.6710000000000003,1
61,13,2020-01-03 13:00:00,3.3360000000000003,0.048,3.2880000000000003,1
62,14,2020-01-03 14:00:00,1.044,0.22499999999999998,0.8190000000000001,1
63,15,2020-01-03 15:00:00,0.342,2.349,-2.007,1
64,16,2020-01-03 16:00:00,0.033,2.439,-2.406,1
65,17,2020-01-03 17:00:00,0.009000000000000001,2.169,-2.16,1
66,18,2020-01-03 18:00:00,0.0,4.8114,-4.8114,1
67,19,2020-01-03 19:00:00,0.015,15.510000000000003,-15.495000000000003,1
68,20,2020-01-03 20:00:00,0.0,5.9796000000000005,-5.9796000000000005,1
69,21,2020-01-03 21:00:00,0.018000000000000002,3.0809999999999995,-3.0629999999999997,1
70,22,2020-01-03 22:00:00,0.006,2.484,-2.478,1
71,23,2020-01-03 23:00:00,0.0,2.7824999999999998,-2.7824999999999998,1
72,0,2020-01-04 00:00:00,0.0,1.7538246000000002,-1.7538246000000002,1
73,1,2020-01-04 01:00:00,0.0,0.8899109999999999,-0.8899109999999999,1
74,2,2020-01-04 02:00:00,0.0,0.2919708,-0.2919708,1
75,3,2020-01-04 03:00:00,0.0,0.189,-0.189,1
76,4,2020-01-04 04:00:00,0.0,0.195,-0.195,1
77,5,2020-01-04 05:00:00,0.009000000000000001,0.477,-0.46799999999999997,1
78,6,2020-01-04 06:00:00,0.009000000000000001,0.22799999999999998,-0.21899999999999997,1
79,7,2020-01-04 07:00:00,0.012,5.256,-5.244000000000001,1
80,8,2020-01-04 08:00:00,0.003,2.481,-2.4779999999999998,1
81,9,2020-01-04 09:00:00,0.201,0.5700000000000001,-0.36900000000000005,1
82,10,2020-01-04 10:00:00,0.201,0.747,-0.546,1
83,11,2020-01-04 11:00:00,0.186,0.21899999999999997,-0.032999999999999974,1
84,12,2020-01-04 12:00:00,1.1219999999999999,0.46199999999999997,0.6599999999999999,1
85,13,2020-01-04 13:00:00,0.885,0.20400000000000001,0.681,1
86,14,2020-01-04 14:00:00,0.318,0.237,0.08100000000000002,1
87,15,2020-01-04 15:00:00,0.18,0.354,-0.174,1
88,16,2020-01-04 16:00:00,0.033,0.609,-0.576,1
89,17,2020-01-04 17:00:00,0.015,0.309,-0.294,1
90,18,2020-01-04 18:00:00,0.003,0.6798000000000001,-0.6768000000000001,1
91,19,2020-01-04 19:00:00,0.003,14.018400000000002,-14.015400000000001,1
92,20,2020-01-04 20:00:00,0.006,3.0822000000000003,-3.0762000000000005,1
93,21,2020-01-04 21:00:00,0.003,1.464,-1.461,1
94,22,2020-01-04 22:00:00,0.0,1.518,-1.518,1
95,23,2020-01-04 23:00:00,0.0,1.491,-1.491,1
96,0,2020-01-05 00:00:00,0.0,0.9819017999999998,-0.9819017999999998,1
97,1,2020-01-05 01:00:00,0.0,0.6599339999999999,-0.6599339999999999,1
98,2,2020-01-05 02:00:00,0.0,0.1319868,-0.1319868,1
99,3,2020-01-05 03:00:00,0.0,0.189,-0.189,1
100,4,2020-01-05 04:00:00,0.0,0.201,-0.201,1
101,5,2020-01-05 05:00:00,0.006,0.22199999999999998,-0.21599999999999997,1
102,6,2020-01-05 06:00:00,0.009000000000000001,0.5880000000000001,-0.5790000000000001,1
103,7,2020-01-05 07:00:00,0.015,2.643,-2.6279999999999997,1
104,8,2020-01-05 08:00:00,0.003,1.4609999999999999,-1.458,1
105,9,2020-01-05 09:00:00,0.006,0.46499999999999997,-0.45899999999999996,1
106,10,2020-01-05 10:00:00,0.29100000000000004,0.243,0.04800000000000004,1
107,11,2020-01-05 11:00:00,0.372,0.23399999999999999,0.138,1
108,12,2020-01-05 12:00:00,1.0050000000000001,0.20400000000000001,0.8010000000000002,1
109,13,2020-01-05 13:00:00,0.921,0.45599999999999996,0.4650000000000001,1
110,14,2020-01-05 14:00:00,2.616,0.255,2.361,1
111,15,2020-01-05 15:00:00,0.28800000000000003,0.23399999999999999,0.05400000000000005,1
112,16,2020-01-05 16:00:00,0.039,0.5609999999999999,-0.5219999999999999,1
113,17,2020-01-05 17:00:00,0.012,0.46799999999999997,-0.45599999999999996,1
114,18,2020-01-05 18:00:00,0.009000000000000001,23.5224,-23.5134,1
115,19,2020-01-05 19:00:00,0.006,2.6730000000000005,-2.6670000000000007,1
116,20,2020-01-05 20:00:00,0.006,2.9172000000000002,-2.9112000000000005,1
117,21,2020-01-05 21:00:00,0.0,1.266,-1.266,1
118,22,2020-01-05 22:00:00,0.018000000000000002,1.236,-1.218,1
119,23,2020-01-05 23:00:00,0.0,0.8919108,-0.8919108,1
120,0,2020-01-06 00:00:00,0.0,1.287,-1.287,1
121,1,2020-01-06 01:00:00,0.0,4.6690000000000005,-4.6690000000000005,1
122,2,2020-01-06 02:00:00,0.0,0.30996899999999994,-0.30996899999999994,1
123,3,2020-01-06 03:00:00,0.0,0.201,-0.201,1
124,4,2020-01-06 04:00:00,0.0,0.195,-0.195,1
125,5,2020-01-06 05:00:00,0.0,1.0170000000000001,-1.0170000000000001,1
126,6,2020-01-06 06:00:00,0.0,0.579,-0.579,1
127,7,2020-01-06 07:00:00,0.012,0.333,-0.321,1
128,8,2020-01-06 08:00:00,0.003,0.72,-0.717,1
129,9,2020-01-06 09:00:00,0.684,0.798,-0.11399999999999999,1
130,10,2020-01-06 10:00:00,1.407,0.29100000000000004,1.116,1
131,11,2020-01-06 11:00:00,1.494,0.9059999999999999,0.5880000000000001,1
132,12,2020-01-06 12:00:00,1.854,0.627,1.227,1
133,13,2020-01-06 13:00:00,1.3800000000000001,0.8999999999999999,0.4800000000000002,1
134,14,2020-01-06 14:00:00,0.46499999999999997,0.909,-0.44400000000000006,1
135,15,2020-01-06 15:00:00,0.342,0.258,0.08400000000000002,1
136,16,2020-01-06 16:00:00,0.036000000000000004,0.264,-0.228,1
137,17,2020-01-06 17:00:00,0.006,0.489,-0.483,1
138,18,2020-01-06 18:00:00,0.0,1.3134000000000001,-1.3134000000000001,1
139,19,2020-01-06 19:00:00,0.006,22.407000000000004,-22.401000000000003,1
140,20,2020-01-06 20:00:00,0.003,4.6134,-4.6104,1
141,21,2020-01-06 21:00:00,0.018000000000000002,1.971,-1.953,1
142,22,2020-01-06 22:00:00,0.012,2.061,-2.049,1
143,23,2020-01-06 23:00:00,0.0,1.1698829999999998,-1.1698829999999998,1
144,0,2020-01-07 00:00:00,0.0,0.9859014,-0.9859014,1
145,1,2020-01-07 01:00:00,0.0,0.8159183999999999,-0.8159183999999999,1
146,2,2020-01-07 02:00:00,0.0,0.9119088000000001,-0.9119088000000001,1
147,3,2020-01-07 03:00:00,0.0,1.6380000000000001,-1.6380000000000001,1
148,4,2020-01-07 04:00:00,0.0,0.21899999999999997,-0.21899999999999997,1
149,5,2020-01-07 05:00:00,0.006,0.252,-0.246,1
150,6,2020-01-07 06:00:00,0.018000000000000002,0.267,-0.249,1
151,7,2020-01-07 07:00:00,0.018000000000000002,0.246,-0.22799999999999998,1
152,8,2020-01-07 08:00:00,0.003,0.768,-0.765,1
153,9,2020-01-07 09:00:00,0.603,0.9570000000000001,-0.3540000000000001,1
154,10,2020-01-07 10:00:00,0.96,0.567,0.393,1
155,11,2020-01-07 11:00:00,2.4539999999999997,0.522,1.9319999999999997,1
156,12,2020-01-07 12:00:00,5.001,0.43799999999999994,4.563000000000001,1
157,13,2020-01-07 13:00:00,3.969,0.012,3.957,1
158,14,2020-01-07 14:00:00,2.8409999999999997,26.454,-23.613,1
159,15,2020-01-07 15:00:00,0.264,1.6590000000000003,-1.3950000000000002,1
160,16,2020-01-07 16:00:00,0.048,1.965,-1.917,1
161,17,2020-01-07 17:00:00,0.009000000000000001,2.508,-2.499,1
162,18,2020-01-07 18:00:00,0.012,13.873199999999999,-13.861199999999998,1
163,19,2020-01-07 19:00:00,0.009000000000000001,2.7786,-2.7696,1
164,20,2020-01-07 20:00:00,0.015,1.8546000000000002,-1.8396000000000003,1
165,21,2020-01-07 21:00:00,0.003,0.789,-0.786,1
166,22,2020-01-07 22:00:00,0.015,2.364,-2.3489999999999998,1
167,23,2020-01-07 23:00:00,0.0,1.5765,-1.5765,1
168,0,2020-01-08 00:00:00,0.0,1.5758423999999998,-1.5758423999999998,1
169,1,2020-01-08 01:00:00,0.0,0.38996099999999995,-0.38996099999999995,1
170,2,2020-01-08 02:00:00,0.0,0.1339866,-0.1339866,1
171,3,2020-01-08 03:00:00,0.0,0.198,-0.198,1
172,4,2020-01-08 04:00:00,0.0,0.183,-0.183,1
173,5,2020-01-08 05:00:00,0.018000000000000002,0.21899999999999997,-0.20099999999999996,1
174,6,2020-01-08 06:00:00,0.003,0.46799999999999997,-0.46499999999999997,1
175,7,2020-01-08 07:00:00,0.012,0.762,-0.75,1
176,8,2020-01-08 08:00:00,0.0,1.365,-1.365,1
177,9,2020-01-08 09:00:00,0.006,0.6900000000000001,-0.684,1
178,10,2020-01-08 10:00:00,0.15000000000000002,0.6990000000000001,-0.549,1
179,11,2020-01-08 11:00:00,0.20700000000000002,0.54,-0.333,1
180,12,2020-01-08 12:00:00,0.312,0.5700000000000001,-0.25800000000000006,1
181,13,2020-01-08 13:00:00,0.28200000000000003,1.554,-1.272,1
182,14,2020-01-08 14:00:00,0.186,0.44399999999999995,-0.25799999999999995,1
183,15,2020-01-08 15:00:00,0.063,1.839,-1.776,1
184,16,2020-01-08 16:00:00,0.033,0.768,-0.735,1
185,17,2020-01-08 17:00:00,0.009000000000000001,0.921,-0.912,1
186,18,2020-01-08 18:00:00,0.0,6.560400000000001,-6.560400000000001,1
187,19,2020-01-08 19:00:00,0.018000000000000002,2.7126,-2.6946000000000003,1
188,20,2020-01-08 20:00:00,0.006,2.6664000000000008,-2.660400000000001,1
189,21,2020-01-08 21:00:00,0.009000000000000001,9.222,-9.213,1
190,22,2020-01-08 22:00:00,0.0,1.2209999999999999,-1.2209999999999999,1
191,23,2020-01-08 23:00:00,0.0,1.5078492,-1.5078492,1
192,0,2020-01-09 00:00:00,0.0,0.9919007999999999,-0.9919007999999999,1
193,1,2020-01-09 01:00:00,0.0,0.5419458,-0.5419458,1
194,2,2020-01-09 02:00:00,0.0,0.1219878,-0.1219878,1
195,3,2020-01-09 03:00:00,0.0,0.186,-0.186,1
196,4,2020-01-09 04:00:00,0.0,0.22799999999999998,-0.22799999999999998,1
197,5,2020-01-09 05:00:00,0.006,0.45899999999999996,-0.45299999999999996,1
198,6,2020-01-09 06:00:00,0.009000000000000001,0.333,-0.324,1
199,7,2020-01-09 07:00:00,0.009000000000000001,0.5880000000000001,-0.5790000000000001,1
200,8,2020-01-09 08:00:00,0.006,1.896,-1.89,1
201,9,2020-01-09 09:00:00,0.009000000000000001,1.833,-1.824,1
202,10,2020-01-09 10:00:00,0.135,1.7489999999999999,-1.6139999999999999,1
203,11,2020-01-09 11:00:00,0.252,1.989,-1.737,1
204,12,2020-01-09 12:00:00,0.43499999999999994,0.558,-0.12300000000000011,1
205,13,2020-01-09 13:00:00,0.249,0.786,-0.537,1
206,14,2020-01-09 14:00:00,0.21000000000000002,0.5609999999999999,-0.3509999999999999,1
207,15,2020-01-09 15:00:00,0.048,0.5369999999999999,-0.48899999999999993,1
208,16,2020-01-09 16:00:00,0.033,0.36,-0.32699999999999996,1
209,17,2020-01-09 17:00:00,0.012,0.5820000000000001,-0.5700000000000001,1
210,18,2020-01-09 18:00:00,0.006,3.168,-3.1620000000000004,1
211,19,2020-01-09 19:00:00,0.009000000000000001,3.0162000000000004,-3.0072000000000005,1
212,20,2020-01-09 20:00:00,0.006,2.2572,-2.2512000000000003,1
213,21,2020-01-09 21:00:00,0.015,1.368,-1.3530000000000002,1
214,22,2020-01-09 22:00:00,0.006,1.383,-1.377,1
215,23,2020-01-09 23:00:00,0.0,0.7459254,-0.7459254,1
216,0,2020-01-10 00:00:00,0.0,0.7639235999999999,-0.7639235999999999,1
217,1,2020-01-10 01:00:00,0.0,0.4479552,-0.4479552,1
218,2,2020-01-10 02:00:00,0.0,0.29797019999999996,-0.29797019999999996,1
219,3,2020-01-10 03:00:00,0.0,0.20400000000000001,-0.20400000000000001,1
220,4,2020-01-10 04:00:00,0.0,0.177,-0.177,1
221,5,2020-01-10 05:00:00,0.009000000000000001,0.21000000000000002,-0.201,1
222,6,2020-01-10 06:00:00,0.006,0.324,-0.318,1
223,7,2020-01-10 07:00:00,0.012,0.8370000000000001,-0.8250000000000001,1
224,8,2020-01-10 08:00:00,0.009000000000000001,2.202,-2.193,1
225,9,2020-01-10 09:00:00,0.012,0.8579999999999999,-0.8459999999999999,1
226,10,2020-01-10 10:00:00,0.165,1.572,-1.407,1
227,11,2020-01-10 11:00:00,0.384,1.0379999999999998,-0.6539999999999998,1
228,12,2020-01-10 12:00:00,0.498,0.495,0.0030000000000000027,1
229,13,2020-01-10 13:00:00,0.474,0.5549999999999999,-0.08099999999999996,1
230,14,2020-01-10 14:00:00,0.396,0.528,-0.132,1
231,15,2020-01-10 15:00:00,0.27,2.7720000000000002,-2.5020000000000002,1
232,16,2020-01-10 16:00:00,0.045,2.166,-2.121,1
233,17,2020-01-10 17:00:00,0.009000000000000001,0.45899999999999996,-0.44999999999999996,1
234,18,2020-01-10 18:00:00,0.012,13.728000000000002,-13.716000000000001,1
235,19,2020-01-10 19:00:00,0.015,3.5904000000000007,-3.5754000000000006,1
236,20,2020-01-10 20:00:00,0.006,6.672599999999999,-6.666599999999999,1
237,21,2020-01-10 21:00:00,0.015,2.748,-2.733,1
238,22,2020-01-10 22:00:00,0.006,2.892,-2.886,1
239,23,2020-01-10 23:00:00,0.0,1.9478051999999997,-1.9478051999999997,1
240,0,2020-01-11 00:00:00,0.0,1.9378062,-1.9378062,1
241,1,2020-01-11 01:00:00,0.0,0.5359464,-0.5359464,1
242,2,2020-01-11 02:00:00,0.0,0.29597039999999997,-0.29597039999999997,1
243,3,2020-01-11 03:00:00,0.0,0.45299999999999996,-0.45299999999999996,1
244,4,2020-01-11 04:00:00,0.0,0.21599999999999997,-0.21599999999999997,1
245,5,2020-01-11 05:00:00,0.015,0.237,-0.22199999999999998,1
246,6,2020-01-11 06:00:00,0.006,0.21599999999999997,-0.20999999999999996,1
247,7,2020-01-11 07:00:00,0.021,0.624,-0.603,1
248,8,2020-01-11 08:00:00,0.012,3.63,-3.618,1
249,9,2020-01-11 09:00:00,0.165,8.646,-8.481000000000002,1
250,10,2020-01-11 10:00:00,0.324,0.5700000000000001,-0.24600000000000005,1
251,11,2020-01-11 11:00:00,0.687,0.45299999999999996,0.2340000000000001,1
252,12,2020-01-11 12:00:00,0.246,0.44699999999999995,-0.20099999999999996,1
253,13,2020-01-11 13:00:00,0.627,0.41400000000000003,0.21299999999999997,1
254,14,2020-01-11 14:00:00,0.5820000000000001,2.334,-1.752,1
255,15,2020-01-11 15:00:00,0.186,1.1280000000000001,-0.9420000000000002,1
256,16,2020-01-11 16:00:00,0.036000000000000004,0.678,-0.642,1
257,17,2020-01-11 17:00:00,0.018000000000000002,0.627,-0.609,1
258,18,2020-01-11 18:00:00,0.003,14.137200000000002,-14.134200000000002,1
259,19,2020-01-11 19:00:00,0.003,3.1548000000000003,-3.1518,1
260,20,2020-01-11 20:00:00,0.012,2.9568000000000003,-2.9448000000000003,1
261,21,2020-01-11 21:00:00,0.012,6.065999999999999,-6.053999999999999,1
262,22,2020-01-11 22:00:00,0.015,1.8719999999999999,-1.857,1
263,23,2020-01-11 23:00:00,0.0,1.0118988,-1.0118988,1
264,0,2020-01-12 00:00:00,0.0,0.669933,-0.669933,1
265,1,2020-01-12 01:00:00,0.0,1.1418857999999998,-1.1418857999999998,1
266,2,2020-01-12 02:00:00,0.0,1.1378861999999998,-1.1378861999999998,1
267,3,2020-01-12 03:00:00,0.0,0.42599999999999993,-0.42599999999999993,1
268,4,2020-01-12 04:00:00,0.0,0.189,-0.189,1
269,5,2020-01-12 05:00:00,0.006,0.21299999999999997,-0.20699999999999996,1
270,6,2020-01-12 06:00:00,0.003,0.20400000000000001,-0.201,1
271,7,2020-01-12 07:00:00,0.009000000000000001,0.507,-0.498,1
272,8,2020-01-12 08:00:00,0.012,1.833,-1.821,1
273,9,2020-01-12 09:00:00,0.5820000000000001,0.6900000000000001,-0.10799999999999998,1
274,10,2020-01-12 10:00:00,0.9510000000000001,0.44399999999999995,0.5070000000000001,1
275,11,2020-01-12 11:00:00,3.315,0.387,2.928,1
277,13,2020-01-12 13:00:00,4.848000000000001,0.573,4.275,1
278,14,2020-01-12 14:00:00,0.777,0.45899999999999996,0.31800000000000006,1
279,15,2020-01-12 15:00:00,0.41100000000000003,0.246,0.16500000000000004,1
280,16,2020-01-12 16:00:00,0.06,0.363,-0.303,1
281,17,2020-01-12 17:00:00,0.015,0.72,-0.705,1
282,18,2020-01-12 18:00:00,0.003,14.9358,-14.9328,1
283,19,2020-01-12 19:00:00,0.012,4.0656,-4.0536,1
284,20,2020-01-12 20:00:00,0.0,3.2142,-3.2142,1
285,21,2020-01-12 21:00:00,0.006,1.518,-1.512,1
286,22,2020-01-12 22:00:00,0.015,1.6230000000000002,-1.6080000000000003,1
287,23,2020-01-12 23:00:00,0.0,1.1578841999999998,-1.1578841999999998,1
288,0,2020-01-13 00:00:00,0.0,1.6800000000000002,-1.6800000000000002,1
289,1,2020-01-13 01:00:00,0.0,1.6558343999999998,-1.6558343999999998,1
290,2,2020-01-13 02:00:00,0.0,0.1219878,-0.1219878,1
291,3,2020-01-13 03:00:00,0.0,0.183,-0.183,1
292,4,2020-01-13 04:00:00,0.0,0.19,-0.19,1
293,5,2020-01-13 05:00:00,0.009000000000000001,0.21599999999999997,-0.20699999999999996,1
294,6,2020-01-13 06:00:00,0.018000000000000002,0.22499999999999998,-0.20699999999999996,1
295,7,2020-01-13 07:00:00,0.018000000000000002,0.23099999999999998,-0.21299999999999997,1
296,8,2020-01-13 08:00:00,0.003,0.867,-0.864,1
297,9,2020-01-13 09:00:00,0.324,1.7429999999999999,-1.4189999999999998,1
298,10,2020-01-13 10:00:00,1.1280000000000001,1.173,-0.04499999999999993,1
299,11,2020-01-13 11:00:00,0.474,0.552,-0.07800000000000007,1
300,12,2020-01-13 12:00:00,0.33,0.44099999999999995,-0.11099999999999993,1
301,13,2020-01-13 13:00:00,0.5640000000000001,0.8280000000000001,-0.264,1
302,14,2020-01-13 14:00:00,0.195,1.338,-1.143,1
303,15,2020-01-13 15:00:00,0.084,1.26,-1.176,1
304,16,2020-01-13 16:00:00,0.036000000000000004,1.875,-1.839,1
305,17,2020-01-13 17:00:00,0.0,2.265,-2.265,1
306,18,2020-01-13 18:00:00,0.003,3.4386000000000005,-3.4356000000000004,1
307,19,2020-01-13 19:00:00,0.015,11.2992,-11.2842,1
308,20,2020-01-13 20:00:00,0.0,15.424200000000004,-15.424200000000004,1
309,21,2020-01-13 21:00:00,0.009000000000000001,1.308,-1.2990000000000002,1
310,22,2020-01-13 22:00:00,0.012,3.147,-3.135,1
311,23,2020-01-13 23:00:00,0.0,2.1977801999999995,-2.1977801999999995,1
312,0,2020-01-14 00:00:00,0.0,2.239776,-2.239776,1
313,1,2020-01-14 01:00:00,0.0,0.8159183999999999,-0.8159183999999999,1
314,2,2020-01-14 02:00:00,0.0,0.219978,-0.219978,1
315,3,2020-01-14 03:00:00,0.0,0.309,-0.309,1
316,4,2020-01-14 04:00:00,0.0,0.324,-0.324,1
317,5,2020-01-14 05:00:00,0.003,0.579,-0.576,1
318,6,2020-01-14 06:00:00,0.012,0.22499999999999998,-0.21299999999999997,1
319,7,2020-01-14 07:00:00,0.015,0.237,-0.22199999999999998,1
320,8,2020-01-14 08:00:00,0.012,0.516,-0.504,1
321,9,2020-01-14 09:00:00,0.0,7.308,-7.308,1
322,10,2020-01-14 10:00:00,0.21000000000000002,2.469,-2.259,1
323,11,2020-01-14 11:00:00,0.387,2.7750000000000004,-2.3880000000000003,1
324,12,2020-01-14 12:00:00,0.372,8.262,-7.890000000000001,1
325,13,2020-01-14 13:00:00,0.381,8.408999999999999,-8.027999999999999,1
326,14,2020-01-14 14:00:00,0.861,2.7990000000000004,-1.9380000000000004,1
327,15,2020-01-14 15:00:00,0.324,3.021,-2.697,1
328,16,2020-01-14 16:00:00,0.084,2.5229999999999997,-2.4389999999999996,1
329,17,2020-01-14 17:00:00,0.0,2.676,-2.676,1
330,18,2020-01-14 18:00:00,0.006,4.6068,-4.6008,1
331,19,2020-01-14 19:00:00,0.003,3.1086,-3.1056,1
332,20,2020-01-14 20:00:00,0.012,4.026000000000001,-4.014000000000001,1
333,21,2020-01-14 21:00:00,0.009000000000000001,1.935,-1.9260000000000002,1
334,22,2020-01-14 22:00:00,0.009000000000000001,1.4849999999999999,-1.476,1
335,23,2020-01-14 23:00:00,0.0,1.1818818,-1.1818818,1
336,0,2020-01-15 00:00:00,0.0,0.909909,-0.909909,1
337,1,2020-01-15 01:00:00,0.0,0.3119688,-0.3119688,1
338,2,2020-01-15 02:00:00,0.0,0.11998799999999998,-0.11998799999999998,1
339,3,2020-01-15 03:00:00,0.0,0.198,-0.198,1
340,4,2020-01-15 04:00:00,0.0,0.21000000000000002,-0.21000000000000002,1
341,5,2020-01-15 05:00:00,0.009000000000000001,0.504,-0.495,1
342,6,2020-01-15 06:00:00,0.015,0.45599999999999996,-0.44099999999999995,1
343,7,2020-01-15 07:00:00,0.003,0.609,-0.606,1
344,8,2020-01-15 08:00:00,0.003,1.488,-1.485,1
345,9,2020-01-15 09:00:00,0.009000000000000001,0.46199999999999997,-0.45299999999999996,1
346,10,2020-01-15 10:00:00,0.34800000000000003,0.24,0.10800000000000004,1
347,11,2020-01-15 11:00:00,0.41700000000000004,0.252,0.16500000000000004,1
348,12,2020-01-15 12:00:00,0.333,0.22799999999999998,0.10500000000000004,1
349,13,2020-01-15 13:00:00,0.33,0.489,-0.15899999999999997,1
350,14,2020-01-15 14:00:00,0.372,0.327,0.044999999999999984,1
351,15,2020-01-15 15:00:00,0.08700000000000001,0.354,-0.26699999999999996,1
352,16,2020-01-15 16:00:00,0.069,0.369,-0.3,1
353,17,2020-01-15 17:00:00,0.012,0.6000000000000001,-0.5880000000000001,1
354,18,2020-01-15 18:00:00,0.009000000000000001,5.1282000000000005,-5.1192,1
355,19,2020-01-15 19:00:00,0.003,2.6136000000000004,-2.6106000000000003,1
356,20,2020-01-15 20:00:00,0.012,6.804600000000001,-6.792600000000001,1
357,21,2020-01-15 21:00:00,0.009000000000000001,3.012,-3.003,1
358,22,2020-01-15 22:00:00,0.0,2.8169999999999997,-2.8169999999999997,1
359,23,2020-01-15 23:00:00,0.0,0.789921,-0.789921,1
360,0,2020-01-16 00:00:00,0.0,0.8339165999999999,-0.8339165999999999,1
361,1,2020-01-16 01:00:00,0.0,0.38996099999999995,-0.38996099999999995,1
362,2,2020-01-16 02:00:00,0.0,0.19798020000000002,-0.19798020000000002,1
363,3,2020-01-16 03:00:00,0.0,0.28800000000000003,-0.28800000000000003,1
364,4,2020-01-16 04:00:00,0.0,0.28800000000000003,-0.28800000000000003,1
365,5,2020-01-16 05:00:00,0.003,0.21899999999999997,-0.21599999999999997,1
366,6,2020-01-16 06:00:00,0.0,0.21299999999999997,-0.21299999999999997,1
367,7,2020-01-16 07:00:00,0.0,0.8370000000000001,-0.8370000000000001,1
368,8,2020-01-16 08:00:00,0.009000000000000001,1.815,-1.806,1
369,9,2020-01-16 09:00:00,0.45299999999999996,0.258,0.19499999999999995,1
