,hour,date_hour_start,solar_electricity_generation_kwh,electricity_usage_kwh ,net_electricity,month
4495,7,2020-07-07 07:00:00,5.415,0.07200000000000001,5.343,7
4496,8,2020-07-07 08:00:00,6.678,0.03,6.648,7
4497,9,2020-07-07 09:00:00,8.001,0.363,7.638,7
4498,10,2020-07-07 10:00:00,8.463000000000001,0.0,8.463000000000001,7
4499,11,2020-07-07 11:00:00,7.529999999999999,0.012,7.518,7
4500,12,2020-07-07 12:00:00,5.367,0.33,5.037,7
4501,13,2020-07-07 13:00:00,6.42,0.0,6.42,7
4502,14,2020-07-07 14:00:00,2.298,0.51,1.788,7
4503,15,2020-07-07 15:00:00,2.109,0.375,1.734,7
4504,16,2020-07-07 16:00:00,1.779,1.08,0.6989999999999998,7
4505,17,2020-07-07 17:00:00,1.275,0.6000000000000001,0.6749999999999998,7
4506,18,2020-07-07 18:00:00,0.41400000000000003,1.5642,-1.1502,7
4507,19,2020-07-07 19:00:00,0.10500000000000001,1.7886000000000002,-1.6836000000000002,7
4508,20,2020-07-07 20:00:00,0.03,1.7490000000000003,-1.7190000000000003,7
4509,21,2020-07-07 21:00:00,0.018000000000000002,1.29,-1.272,7
4510,22,2020-07-07 22:00:00,0.026999999999999996,2.382,-2.355,7
4511,23,2020-07-07 23:00:00,0.0,1.2718728,-1.2718728,7
4512,0,2020-07-08 00:00:00,0.0,0.19798020000000002,-0.19798020000000002,7
4513,1,2020-07-08 01:00:00,0.0,0.1939806,-0.1939806,7
4514,2,2020-07-08 02:00:00,0.0,0.279972,-0.279972,7
4515,3,2020-07-08 03:00:00,0.0,0.255,-0.255,7
4516,4,2020-07-08 04:00:00,0.23399999999999999,0.252,-0.018000000000000016,7
4517,5,2020-07-08 05:00:00,0.5549999999999999,1.806,-1.2510000000000001,7
4518,6,2020-07-08 06:00:00,0.9179999999999999,0.5640000000000001,0.35399999999999987,7
4519,7,2020-07-08 07:00:00,2.316,0.705,1.6109999999999998,7
4520,8,2020-07-08 08:00:00,2.4090000000000003,0.738,1.6710000000000003,7
4521,9,2020-07-08 09:00:00,2.031,0.804,1.227,7
4522,10,2020-07-08 10:00:00,2.8080000000000003,0.34500000000000003,2.463,7
4523,11,2020-07-08 11:00:00,10.383,0.261,10.122,7
4524,12,2020-07-08 12:00:00,1.7999999999999998,0.771,1.029,7
4525,13,2020-07-08 13:00:00,2.706,0.30000000000000004,2.4059999999999997,7
4526,14,2020-07-08 14:00:00,5.3309999999999995,0.009000000000000001,5.321999999999999,7
4527,15,2020-07-08 15:00:00,3.309,0.41100000000000003,2.898,7
4528,16,2020-07-08 16:00:00,1.305,0.5249999999999999,0.78,7
4529,17,2020-07-08 17:00:00,0.645,0.42599999999999993,0.21900000000000008,7
4530,18,2020-07-08 18:00:00,0.5429999999999999,16.104000000000003,-15.561000000000003,7
4531,19,2020-07-08 19:00:00,0.11099999999999999,4.461600000000001,-4.350600000000001,7
4532,20,2020-07-08 20:00:00,0.045,1.1748,-1.1298000000000001,7
4533,21,2020-07-08 21:00:00,0.003,1.329,-1.326,7
4534,22,2020-07-08 22:00:00,0.006,1.989,-1.983,7
4535,23,2020-07-08 23:00:00,0.0,0.14798519999999998,-0.14798519999999998,7
4536,0,2020-07-09 00:00:00,0.0,0.1819818,-0.1819818,7
4537,1,2020-07-09 01:00:00,0.0,0.2475,-0.2475,7
4538,2,2020-07-09 02:00:00,0.0,0.109989,-0.109989,7
4539,3,2020-07-09 03:00:00,0.0,0.258,-0.258,7
4540,4,2020-07-09 04:00:00,0.5369999999999999,0.23399999999999999,0.30299999999999994,7
4541,5,2020-07-09 05:00:00,0.5249999999999999,0.42299999999999993,0.10199999999999998,7
4542,6,2020-07-09 06:00:00,1.458,0.28500000000000003,1.173,7
4543,7,2020-07-09 07:00:00,2.271,14.754000000000001,-12.483,7
4544,8,2020-07-09 08:00:00,6.627000000000001,0.026999999999999996,6.6000000000000005,7
4545,9,2020-07-09 09:00:00,8.211,1.995,6.216,7
4546,10,2020-07-09 10:00:00,8.73,6.663,2.067,7
4547,11,2020-07-09 11:00:00,8.553,0.39,8.163,7
4548,12,2020-07-09 12:00:00,9.084,1.284,7.8,7
4549,13,2020-07-09 13:00:00,3.159,5.8950000000000005,-2.7360000000000007,7
4550,14,2020-07-09 14:00:00,5.43,1.035,4.395,7
4551,15,2020-07-09 15:00:00,3.012,0.558,2.4539999999999997,7
4552,16,2020-07-09 16:00:00,1.533,0.657,0.8759999999999999,7
4553,17,2020-07-09 17:00:00,0.603,0.639,-0.03600000000000003,7
4554,18,2020-07-09 18:00:00,0.405,1.8480000000000003,-1.4430000000000003,7
4555,19,2020-07-09 19:00:00,0.10799999999999998,2.607,-2.499,7
4556,20,2020-07-09 20:00:00,0.026999999999999996,2.2110000000000003,-2.184,7
4557,21,2020-07-09 21:00:00,0.006,1.4489999999999998,-1.4429999999999998,7
4558,22,2020-07-09 22:00:00,0.003,0.29400000000000004,-0.29100000000000004,7
4559,23,2020-07-09 23:00:00,0.0,0.1459854,-0.1459854,7
4560,0,2020-07-10 00:00:00,0.0,0.2565,-0.2565,7
4561,1,2020-07-10 01:00:00,0.0,0.1039896,-0.1039896,7
4562,2,2020-07-10 02:00:00,0.0,0.28397159999999994,-0.28397159999999994,7
4563,3,2020-07-10 03:00:00,0.0,0.29700000000000004,-0.29700000000000004,7
4564,4,2020-07-10 04:00:00,0.29400000000000004,0.21599999999999997,0.07800000000000007,7
4565,5,2020-07-10 05:00:00,1.0230000000000001,0.8579999999999999,0.16500000000000026,7
4566,6,2020-07-10 06:00:00,3.216,0.621,2.595,7
4567,7,2020-07-10 07:00:00,4.716,0.552,4.164,7
4568,8,2020-07-10 08:00:00,6.4830000000000005,0.0,6.4830000000000005,7
4569,9,2020-07-10 09:00:00,8.52,0.0,8.52,7
4570,10,2020-07-10 10:00:00,5.76,0.21899999999999997,5.5409999999999995,7
4571,11,2020-07-10 11:00:00,2.604,3.4499999999999997,-0.8459999999999996,7
4572,12,2020-07-10 12:00:00,1.722,0.777,0.945,7
4573,13,2020-07-10 13:00:00,0.552,0.22499999999999998,0.32700000000000007,7
4574,14,2020-07-10 14:00:00,6.654,0.405,6.249,7
4575,15,2020-07-10 15:00:00,2.1029999999999998,0.579,1.5239999999999998,7
4576,16,2020-07-10 16:00:00,1.479,0.40800000000000003,1.0710000000000002,7
4577,17,2020-07-10 17:00:00,0.399,1.773,-1.3739999999999999,7
4578,18,2020-07-10 18:00:00,0.27,5.788200000000001,-5.5182,7
4579,19,2020-07-10 19:00:00,0.063,1.5114000000000003,-1.4484000000000004,7
4580,20,2020-07-10 20:00:00,0.0,3.2472000000000003,-3.2472000000000003,7
4581,21,2020-07-10 21:00:00,0.018000000000000002,1.7249999999999999,-1.7069999999999999,7
4582,22,2020-07-10 22:00:00,0.024,1.065,-1.041,7
4583,23,2020-07-10 23:00:00,0.0,0.49995,-0.49995,7
4584,0,2020-07-11 00:00:00,0.0,0.2899709999999999,-0.2899709999999999,7
4585,1,2020-07-11 01:00:00,0.0,0.28597139999999993,-0.28597139999999993,7
4586,2,2020-07-11 02:00:00,0.0,0.20597939999999998,-0.20597939999999998,7
4587,3,2020-07-11 03:00:00,0.0,0.156,-0.156,7
4588,4,2020-07-11 04:00:00,0.42299999999999993,0.22199999999999998,0.20099999999999996,7
4589,5,2020-07-11 05:00:00,0.8699999999999999,0.5609999999999999,0.30899999999999994,7
4590,6,2020-07-11 06:00:00,1.275,28.119,-26.844,7
4591,7,2020-07-11 07:00:00,1.965,0.483,1.4820000000000002,7
4592,8,2020-07-11 08:00:00,1.995,0.396,1.5990000000000002,7
4593,9,2020-07-11 09:00:00,2.391,0.255,2.136,7
4594,10,2020-07-11 10:00:00,1.734,0.5609999999999999,1.173,7
4595,11,2020-07-11 11:00:00,3.822,0.8459999999999999,2.976,7
4596,12,2020-07-11 12:00:00,4.3950000000000005,0.17400000000000002,4.221,7
4597,13,2020-07-11 13:00:00,1.6230000000000002,0.28500000000000003,1.338,7
4598,14,2020-07-11 14:00:00,1.5990000000000002,0.633,0.9660000000000002,7
4599,15,2020-07-11 15:00:00,0.909,0.591,0.31800000000000006,7
4600,16,2020-07-11 16:00:00,0.597,0.666,-0.06900000000000006,7
4601,17,2020-07-11 17:00:00,0.42599999999999993,8.052,-7.6259999999999994,7
4602,18,2020-07-11 18:00:00,0.10200000000000001,2.4354,-2.3334,7
4603,19,2020-07-11 19:00:00,0.07200000000000001,2.7852,-2.7132,7
4604,20,2020-07-11 20:00:00,0.021,3.6102000000000003,-3.5892000000000004,7
4605,21,2020-07-11 21:00:00,0.009000000000000001,25.17,-25.161,7
4606,22,2020-07-11 22:00:00,0.006,6.4350000000000005,-6.429,7
4607,23,2020-07-11 23:00:00,0.0,0.1259874,-0.1259874,7
4608,0,2020-07-12 00:00:00,0.0,0.10198979999999999,-0.10198979999999999,7
4609,1,2020-07-12 01:00:00,0.0,0.17099999999999999,-0.17099999999999999,7
4610,2,2020-07-12 02:00:00,0.0,0.12398759999999999,-0.12398759999999999,7
4611,3,2020-07-12 03:00:00,0.0,0.18,-0.18,7
4612,4,2020-07-12 04:00:00,0.018000000000000002,0.546,-0.528,7
4613,5,2020-07-12 05:00:00,0.321,0.28800000000000003,0.032999999999999974,7
4614,6,2020-07-12 06:00:00,1.287,0.627,0.6599999999999999,7
4615,7,2020-07-12 07:00:00,1.572,0.546,1.026,7
4616,8,2020-07-12 08:00:00,3.483,0.23399999999999999,3.249,7
4617,9,2020-07-12 09:00:00,2.718,0.372,2.346,7
4618,10,2020-07-12 10:00:00,5.3100000000000005,0.0,5.3100000000000005,7
4619,11,2020-07-12 11:00:00,5.5169999999999995,0.078,5.438999999999999,7
4620,12,2020-07-12 12:00:00,3.3360000000000003,0.45599999999999996,2.8800000000000003,7
4621,13,2020-07-12 13:00:00,1.845,0.171,1.674,7
4622,14,2020-07-12 14:00:00,7.053,0.0,7.053,7
4623,15,2020-07-12 15:00:00,1.533,1.0979999999999999,0.43500000000000005,7
4624,16,2020-07-12 16:00:00,1.377,0.46799999999999997,0.909,7
4625,17,2020-07-12 17:00:00,0.591,1.299,-0.708,7
4626,18,2020-07-12 18:00:00,0.23399999999999999,1.7358000000000002,-1.5018000000000002,7
4627,19,2020-07-12 19:00:00,0.12,1.7820000000000003,-1.6620000000000004,7
4628,20,2020-07-12 20:00:00,0.018000000000000002,3.5244000000000004,-3.5064000000000006,7
4629,21,2020-07-12 21:00:00,0.018000000000000002,1.5390000000000001,-1.5210000000000001,7
4630,22,2020-07-12 22:00:00,0.026999999999999996,1.053,-1.026,7
4631,23,2020-07-12 23:00:00,0.0,0.9279072,-0.9279072,7
4632,0,2020-07-13 00:00:00,0.0,0.379962,-0.379962,7
4633,1,2020-07-13 01:00:00,0.0,0.2339766,-0.2339766,7
4634,2,2020-07-13 02:00:00,0.0,0.1579842,-0.1579842,7
4635,3,2020-07-13 03:00:00,0.0,0.483,-0.483,7
4636,4,2020-07-13 04:00:00,0.276,0.255,0.02100000000000002,7
4637,5,2020-07-13 05:00:00,0.9690000000000001,0.5760000000000001,0.393,7
4638,6,2020-07-13 06:00:00,3.3360000000000003,0.759,2.5770000000000004,7
4639,7,2020-07-13 07:00:00,5.805,0.252,5.553,7
4640,8,2020-07-13 08:00:00,3.279,0.045,3.234,7
4641,9,2020-07-13 09:00:00,4.224,0.189,4.035,7
4642,10,2020-07-13 10:00:00,8.382,0.0,8.382,7
4643,11,2020-07-13 11:00:00,6.378,0.17400000000000002,6.204,7
4644,12,2020-07-13 12:00:00,4.617,0.513,4.104,7
4645,13,2020-07-13 13:00:00,6.851999999999999,0.0,6.851999999999999,7
4646,14,2020-07-13 14:00:00,4.404,0.41700000000000004,3.987,7
4647,15,2020-07-13 15:00:00,2.358,0.396,1.9620000000000002,7
4648,16,2020-07-13 16:00:00,1.7039999999999997,0.597,1.1069999999999998,7
4649,17,2020-07-13 17:00:00,0.75,0.552,0.19799999999999995,7
4650,18,2020-07-13 18:00:00,0.273,1.9206,-1.6476000000000002,7
4651,19,2020-07-13 19:00:00,0.11399999999999999,1.7358000000000002,-1.6218000000000004,7
4652,20,2020-07-13 20:00:00,0.018000000000000002,0.6600000000000001,-0.6420000000000001,7
4653,21,2020-07-13 21:00:00,0.0,1.6500000000000001,-1.6500000000000001,7
4654,22,2020-07-13 22:00:00,0.003,0.645,-0.642,7
4655,23,2020-07-13 23:00:00,0.0,0.23597639999999998,-0.23597639999999998,7
4656,0,2020-07-14 00:00:00,0.0,0.3139686,-0.3139686,7
4657,1,2020-07-14 01:00:00,0.0,0.179982,-0.179982,7
4658,2,2020-07-14 02:00:00,0.0,0.1159884,-0.1159884,7
4659,3,2020-07-14 03:00:00,0.0,0.43499999999999994,-0.43499999999999994,7
4660,4,2020-07-14 04:00:00,0.5640000000000001,0.327,0.23700000000000004,7
4661,5,2020-07-14 05:00:00,0.624,1.23,-0.606,7
4662,6,2020-07-14 06:00:00,2.2439999999999998,24.608999999999998,-22.365,7
4663,7,2020-07-14 07:00:00,0.867,0.255,0.612,7
4664,8,2020-07-14 08:00:00,1.4129999999999998,0.28200000000000003,1.1309999999999998,7
4665,9,2020-07-14 09:00:00,3.291,0.318,2.973,7
4666,10,2020-07-14 10:00:00,3.543,0.081,3.462,7
4667,11,2020-07-14 11:00:00,1.809,0.42899999999999994,1.38,7
4668,12,2020-07-14 12:00:00,3.897,0.20400000000000001,3.6929999999999996,7
4669,13,2020-07-14 13:00:00,2.832,0.10200000000000001,2.73,7
4670,14,2020-07-14 14:00:00,2.667,0.39,2.2769999999999997,7
4671,15,2020-07-14 15:00:00,2.205,5.409,-3.2039999999999997,7
4672,16,2020-07-14 16:00:00,1.323,1.335,-0.01200000000000001,7
4673,17,2020-07-14 17:00:00,0.507,0.474,0.03300000000000003,7
4674,18,2020-07-14 18:00:00,0.318,0.6732,-0.3552,7
4675,19,2020-07-14 19:00:00,0.07500000000000001,0.47519999999999996,-0.40019999999999994,7
4676,20,2020-07-14 20:00:00,0.015,2.0724,-2.0574,7
4677,21,2020-07-14 21:00:00,0.009000000000000001,0.8519999999999999,-0.8429999999999999,7
4678,22,2020-07-14 22:00:00,0.006,0.798,-0.792,7
4679,23,2020-07-14 23:00:00,0.0,0.48995099999999997,-0.48995099999999997,7
4680,0,2020-07-15 00:00:00,0.0,0.359964,-0.359964,7
4681,1,2020-07-15 01:00:00,0.0,0.1779822,-0.1779822,7
4682,2,2020-07-15 02:00:00,0.0,0.10198979999999999,-0.10198979999999999,7
4683,3,2020-07-15 03:00:00,0.0,0.165,-0.165,7
4684,4,2020-07-15 04:00:00,0.021,0.567,-0.5459999999999999,7
4685,5,2020-07-15 05:00:00,0.612,0.20700000000000002,0.40499999999999997,7
4686,6,2020-07-15 06:00:00,0.885,0.573,0.31200000000000006,7
4687,7,2020-07-15 07:00:00,2.349,1.269,1.0800000000000003,7
4688,8,2020-07-15 08:00:00,7.4879999999999995,0.135,7.353,7
4689,9,2020-07-15 09:00:00,3.42,0.30300000000000005,3.117,7
4690,10,2020-07-15 10:00:00,3.6479999999999997,0.375,3.2729999999999997,7
4691,11,2020-07-15 11:00:00,3.0749999999999997,0.609,2.4659999999999997,7
4692,12,2020-07-15 12:00:00,4.173,0.43499999999999994,3.738,7
4693,13,2020-07-15 13:00:00,2.322,0.504,1.818,7
4694,14,2020-07-15 14:00:00,2.202,0.681,1.521,7
4695,15,2020-07-15 15:00:00,0.72,0.7020000000000001,0.017999999999999905,7
4696,16,2020-07-15 16:00:00,0.8939999999999999,0.312,0.5819999999999999,7
4697,17,2020-07-15 17:00:00,0.46799999999999997,0.46799999999999997,0.0,7
4698,18,2020-07-15 18:00:00,0.5309999999999999,12.546600000000002,-12.015600000000001,7
4699,19,2020-07-15 19:00:00,0.08700000000000001,1.7028,-1.6158000000000001,7
4700,20,2020-07-15 20:00:00,0.0,2.0130000000000003,-2.0130000000000003,7
4701,21,2020-07-15 21:00:00,0.003,0.7020000000000001,-0.6990000000000001,7
4702,22,2020-07-15 22:00:00,0.012,1.2120000000000002,-1.2000000000000002,7
4703,23,2020-07-15 23:00:00,0.0,0.7659234,-0.7659234,7
4704,0,2020-07-16 00:00:00,0.0,0.3839616,-0.3839616,7
4705,1,2020-07-16 01:00:00,0.0,0.1379862,-0.1379862,7
4706,2,2020-07-16 02:00:00,0.0,0.11398860000000001,-0.11398860000000001,7
4707,3,2020-07-16 03:00:00,0.0,0.30000000000000004,-0.30000000000000004,7
4708,4,2020-07-16 04:00:00,0.198,0.342,-0.14400000000000002,7
4709,5,2020-07-16 05:00:00,0.996,0.44399999999999995,0.552,7
4710,6,2020-07-16 06:00:00,2.205,0.528,1.677,7
4711,7,2020-07-16 07:00:00,4.221,0.29400000000000004,3.927,7
4712,8,2020-07-16 08:00:00,6.687,0.369,6.3180000000000005,7
4713,9,2020-07-16 09:00:00,4.554,14.433,-9.879,7
4714,10,2020-07-16 10:00:00,2.628,24.222,-21.594,7
4715,11,2020-07-16 11:00:00,3.906,0.5760000000000001,3.33,7
4716,12,2020-07-16 12:00:00,2.715,0.22499999999999998,2.4899999999999998,7
4717,13,2020-07-16 13:00:00,3.864,0.10799999999999998,3.756,7
4718,14,2020-07-16 14:00:00,3.603,0.42899999999999994,3.1740000000000004,7
4719,15,2020-07-16 15:00:00,1.272,0.78,0.492,7
4720,16,2020-07-16 16:00:00,0.789,0.675,0.11399999999999999,7
4721,17,2020-07-16 17:00:00,0.8819999999999999,1.287,-0.405,7
4722,18,2020-07-16 18:00:00,0.279,2.4618,-2.1828000000000003,7
4723,19,2020-07-16 19:00:00,0.10799999999999998,14.1042,-13.9962,7
4724,20,2020-07-16 20:00:00,0.006,3.8412,-3.8352000000000004,7
4725,21,2020-07-16 21:00:00,0.0,1.389,-1.389,7
4726,22,2020-07-16 22:00:00,0.003,0.8130000000000001,-0.81,7
4727,23,2020-07-16 23:00:00,0.0,0.5179482,-0.5179482,7
4728,0,2020-07-17 00:00:00,0.0,0.2919708,-0.2919708,7
4729,1,2020-07-17 01:00:00,0.0,0.2739726,-0.2739726,7
4730,2,2020-07-17 02:00:00,0.0,0.189981,-0.189981,7
4731,3,2020-07-17 03:00:00,0.0,0.195,-0.195,7
4732,4,2020-07-17 04:00:00,0.0,0.156,-0.156,7
4733,5,2020-07-17 05:00:00,0.732,0.477,0.255,7
4734,6,2020-07-17 06:00:00,3.441,2.118,1.323,7
4735,7,2020-07-17 07:00:00,5.559,0.012,5.547000000000001,7
4736,8,2020-07-17 08:00:00,7.7459999999999996,0.123,7.622999999999999,7
4737,9,2020-07-17 09:00:00,2.007,0.486,1.5210000000000001,7
4738,10,2020-07-17 10:00:00,9.222,0.07500000000000001,9.147,7
4739,11,2020-07-17 11:00:00,7.779,0.06,7.719,7
4740,12,2020-07-17 12:00:00,7.827,0.249,7.578,7
4741,13,2020-07-17 13:00:00,6.855,0.08700000000000001,6.768000000000001,7
4742,14,2020-07-17 14:00:00,4.449,0.162,4.287,7
4743,15,2020-07-17 15:00:00,3.822,0.44099999999999995,3.3810000000000002,7
4744,16,2020-07-17 16:00:00,1.0979999999999999,0.927,0.17099999999999982,7
4745,17,2020-07-17 17:00:00,0.8819999999999999,11.172,-10.290000000000001,7
4746,18,2020-07-17 18:00:00,0.41400000000000003,1.0758,-0.6618,7
4747,19,2020-07-17 19:00:00,0.084,2.244,-2.16,7
4748,20,2020-07-17 20:00:00,0.0,2.805,-2.805,7
4749,21,2020-07-17 21:00:00,0.009000000000000001,1.7489999999999999,-1.74,7
4750,22,2020-07-17 22:00:00,0.012,1.113,-1.101,7
4751,23,2020-07-17 23:00:00,0.0,0.729927,-0.729927,7
4752,0,2020-07-18 00:00:00,0.0,0.3679632,-0.3679632,7
4753,1,2020-07-18 01:00:00,0.0,0.2259774,-0.2259774,7
4754,2,2020-07-18 02:00:00,0.0,0.1219878,-0.1219878,7
4755,3,2020-07-18 03:00:00,0.0,0.165,-0.165,7
4756,4,2020-07-18 04:00:00,0.23099999999999998,0.5429999999999999,-0.31199999999999994,7
4757,5,2020-07-18 05:00:00,0.633,0.36,0.273,7
4758,6,2020-07-18 06:00:00,1.6500000000000001,1.59,0.06000000000000005,7
4759,7,2020-07-18 07:00:00,4.176,0.168,4.008,7
4760,8,2020-07-18 08:00:00,5.232,0.10799999999999998,5.1240000000000006,7
4761,9,2020-07-18 09:00:00,7.382999999999999,0.324,7.058999999999999,7
4762,10,2020-07-18 10:00:00,6.2490000000000006,0.0,6.2490000000000006,7
4763,11,2020-07-18 11:00:00,6.2010000000000005,0.198,6.003,7
4764,12,2020-07-18 12:00:00,8.084999999999999,0.14400000000000002,7.940999999999999,7
4765,13,2020-07-18 13:00:00,6.843,0.651,6.192,7
4766,14,2020-07-18 14:00:00,4.026,0.026999999999999996,3.9989999999999997,7
4767,15,2020-07-18 15:00:00,2.694,0.768,1.926,7
4768,16,2020-07-18 16:00:00,1.296,5.529,-4.233,7
4769,17,2020-07-18 17:00:00,0.879,0.6930000000000001,0.18599999999999994,7
4770,18,2020-07-18 18:00:00,0.43199999999999994,1.3398,-0.9078000000000002,7
4771,19,2020-07-18 19:00:00,0.099,1.6962000000000002,-1.5972000000000002,7
4772,20,2020-07-18 20:00:00,0.018000000000000002,3.7422,-3.7242,7
4773,21,2020-07-18 21:00:00,0.009000000000000001,1.182,-1.173,7
4774,22,2020-07-18 22:00:00,0.015,1.236,-1.221,7
4775,23,2020-07-18 23:00:00,0.0,0.7679232,-0.7679232,7
4776,0,2020-07-19 00:00:00,0.0,0.279972,-0.279972,7
4777,1,2020-07-19 01:00:00,0.0,0.319968,-0.319968,7
4778,2,2020-07-19 02:00:00,0.0,0.3639636,-0.3639636,7
4779,3,2020-07-19 03:00:00,0.0,0.0,0.0,7
4780,4,2020-07-19 04:00:00,0.0,0.324,-0.324,7
4781,5,2020-07-19 05:00:00,0.006,0.171,-0.165,7
4782,6,2020-07-19 06:00:00,0.8759999999999999,1.149,-0.27300000000000013,7
4783,7,2020-07-19 07:00:00,2.229,0.672,1.557,7
4784,8,2020-07-19 08:00:00,4.7940000000000005,0.171,4.623,7
4785,9,2020-07-19 09:00:00,7.32,0.132,7.188000000000001,7
4786,10,2020-07-19 10:00:00,7.992000000000001,0.099,7.893000000000001,7
4787,11,2020-07-19 11:00:00,8.34,0.0,8.34,7
4788,12,2020-07-19 12:00:00,6.468,0.018000000000000002,6.45,7
4789,13,2020-07-19 13:00:00,7.529999999999999,0.30300000000000005,7.226999999999999,7
4790,14,2020-07-19 14:00:00,6.663,0.0,6.663,7
4791,15,2020-07-19 15:00:00,4.644,0.357,4.287,7
4792,16,2020-07-19 16:00:00,2.79,6.747,-3.957,7
4793,17,2020-07-19 17:00:00,0.501,6.486,-5.984999999999999,7
4794,18,2020-07-19 18:00:00,0.40800000000000003,2.5806000000000004,-2.1726000000000005,7
4795,19,2020-07-19 19:00:00,0.198,1.3002,-1.1022,7
4796,20,2020-07-19 20:00:00,0.003,2.7918,-2.7887999999999997,7
4797,21,2020-07-19 21:00:00,0.018000000000000002,1.113,-1.095,7
4798,22,2020-07-19 22:00:00,0.009000000000000001,2.5709999999999997,-2.562,7
4799,23,2020-07-19 23:00:00,0.0,0.969903,-0.969903,7
4800,0,2020-07-20 00:00:00,0.0,0.9319068,-0.9319068,7
4801,1,2020-07-20 01:00:00,0.0,0.4159584,-0.4159584,7
4802,2,2020-07-20 02:00:00,0.0,0.4619538,-0.4619538,7
4803,3,2020-07-20 03:00:00,0.0,0.6960000000000001,-0.6960000000000001,7
4804,4,2020-07-20 04:00:00,0.018000000000000002,0.486,-0.46799999999999997,7
4805,5,2020-07-20 05:00:00,0.252,0.897,-0.645,7
4806,6,2020-07-20 06:00:00,0.34500000000000003,21.258000000000003,-20.913000000000004,7
4807,7,2020-07-20 07:00:00,1.071,0.741,0.32999999999999996,7
4808,8,2020-07-20 08:00:00,1.317,0.45599999999999996,0.861,7
4809,9,2020-07-20 09:00:00,2.142,0.24,1.902,7
4810,10,2020-07-20 10:00:00,7.284,0.276,7.008,7
4811,11,2020-07-20 11:00:00,10.776,18.375,-7.599,7
4812,12,2020-07-20 12:00:00,1.7369999999999999,0.5309999999999999,1.206,7
4813,13,2020-07-20 13:00:00,2.31,0.8579999999999999,1.4520000000000002,7
4814,14,2020-07-20 14:00:00,1.593,0.41100000000000003,1.182,7
4815,15,2020-07-20 15:00:00,1.4040000000000001,0.585,0.8190000000000002,7
4816,16,2020-07-20 16:00:00,1.7399999999999998,0.29100000000000004,1.4489999999999998,7
4817,17,2020-07-20 17:00:00,1.329,0.624,0.705,7
4818,18,2020-07-20 18:00:00,0.804,7.352400000000002,-6.548400000000002,7
4819,19,2020-07-20 19:00:00,0.315,1.8678000000000001,-1.5528000000000002,7
4820,20,2020-07-20 20:00:00,0.07500000000000001,1.9602000000000002,-1.8852000000000002,7
4821,21,2020-07-20 21:00:00,0.003,1.5510000000000002,-1.5480000000000003,7
4822,22,2020-07-20 22:00:00,0.0,1.905,-1.905,7
4823,23,2020-07-20 23:00:00,0.0,0.8359164,-0.8359164,7
4824,0,2020-07-21 00:00:00,0.0,0.4179582,-0.4179582,7
4825,1,2020-07-21 01:00:00,0.0,0.2020798,-0.2020798,7
4826,2,2020-07-21 02:00:00,0.0,0.1159884,-0.1159884,7
4827,3,2020-07-21 03:00:00,0.0,0.28200000000000003,-0.28200000000000003,7
4828,4,2020-07-21 04:00:00,0.009000000000000001,0.5940000000000001,-0.5850000000000001,7
4829,5,2020-07-21 05:00:00,0.44699999999999995,0.486,-0.039000000000000035,7
4830,6,2020-07-21 06:00:00,1.395,1.218,0.17700000000000005,7
4831,7,2020-07-21 07:00:00,3.915,0.942,2.973,7
4832,8,2020-07-21 08:00:00,5.949,0.084,5.865,7
4833,9,2020-07-21 09:00:00,2.928,0.081,2.847,7
4834,10,2020-07-21 10:00:00,8.385,0.0,8.385,7
4835,11,2020-07-21 11:00:00,8.952,0.039,8.913,7
4836,12,2020-07-21 12:00:00,9.165000000000001,0.483,8.682,7
4837,13,2020-07-21 13:00:00,8.439,0.084,8.355,7
4838,14,2020-07-21 14:00:00,2.88,0.21899999999999997,2.661,7
4839,15,2020-07-21 15:00:00,3.207,0.507,2.6999999999999997,7
4840,16,2020-07-21 16:00:00,2.967,0.34500000000000003,2.622,7
4841,17,2020-07-21 17:00:00,0.9510000000000001,2.157,-1.206,7
4842,18,2020-07-21 18:00:00,0.5309999999999999,11.0286,-10.4976,7
4843,19,2020-07-21 19:00:00,0.396,15.668400000000002,-15.272400000000001,7
4844,20,2020-07-21 20:00:00,0.051000000000000004,2.0658000000000003,-2.0148,7
4845,21,2020-07-21 21:00:00,0.0,0.879,-0.879,7
4846,22,2020-07-21 22:00:00,0.0,0.672,-0.672,7
4847,23,2020-07-21 23:00:00,0.0,0.6219378,-0.6219378,7
4848,0,2020-07-22 00:00:00,0.0,0.6419358000000001,-0.6419358000000001,7
4849,1,2020-07-22 01:00:00,0.0,0.2020798,-0.2020798,7
4850,2,2020-07-22 02:00:00,0.0,0.38196179999999996,-0.38196179999999996,7
4851,3,2020-07-22 03:00:00,0.0,0.44399999999999995,-0.44399999999999995,7
4852,4,2020-07-22 04:00:00,0.015,0.192,-0.177,7
4853,5,2020-07-22 05:00:00,0.249,0.501,-0.252,7
4854,6,2020-07-22 06:00:00,0.162,0.321,-0.159,7
4855,7,2020-07-22 07:00:00,0.633,0.477,0.15600000000000003,7
4856,8,2020-07-22 08:00:00,2.0580000000000003,0.165,1.8930000000000002,7
4857,9,2020-07-22 09:00:00,3.351,0.624,2.727,7
4858,10,2020-07-22 10:00:00,6.243,1.578,4.665,7
4859,11,2020-07-22 11:00:00,9.594,0.29100000000000004,9.302999999999999,7
